RowNumber;CustomerId;Surname;CPF;CEP;CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary;Exited
8608;15643215;Jen;9.62491E+11;2224533;602;Germany;Male;38;2;71667.97;2;0;0;137111.89;0
8609;15649060;Chien;3.35967E+11;6613191;727;Germany;Female;31;3;82729.47;2;1;0;60212.51;0
8610;15774258;Gorbunov;5.06686E+11;7811657;678;France;Male;40;1;0;2;1;1;187343.4;0
8611;15731553;Lucas;4.15518E+11;9792367;730;France;Male;23;8;0;2;1;0;183284.53;0
8612;15617029;Young;6.7664E+11;9144194;596;Spain;Female;30;1;0;2;1;0;8125.39;0
8613;15780716;Colombo;6.51698E+11;1134694;686;Germany;Male;39;3;129626.19;2;1;1;103220.56;0
8614;15577018;Tsao;6.52321E+11;1671564;684;Germany;Female;26;2;114035.39;1;0;0;96885.19;0
8615;15809515;Lewis;1.66809E+11;9569774;797;Germany;Male;32;1;151922.94;1;1;0;8877.06;0
8616;15789924;Hussain;1.75227E+11;6848958;658;France;Female;39;4;0;1;1;1;147530.06;0
8617;15725076;Anderson;5.78351E+11;1804221;653;Spain;Female;27;6;107751.68;2;1;1;33389.42;0
8618;15672481;Ulyanov;5.65562E+11;8053500;641;France;Male;37;6;0;2;1;0;45309.24;0
8619;15574115;Shaw;2.46434E+11;6527120;656;Spain;Female;41;6;101179.23;2;1;1;35230.61;0
8620;15661830;Lucciano;9.06097E+11;6997391;750;Spain;Female;36;6;0;2;1;1;59816.41;0
8621;15665879;Gordon;2.61552E+11;6650998;768;France;Female;40;8;0;2;0;1;69080.46;0
8622;15673820;Woodward;5.89496E+11;8308023;568;France;Male;33;7;0;2;1;0;143450.61;0
8623;15747772;Cunningham;4.17771E+11;5765374;706;Germany;Male;36;9;58571.18;2;1;0;40774.01;0
8624;15666197;Boni;6.10155E+11;1251466;430;Germany;Female;38;8;153058.64;1;1;0;99377.27;0
8625;15773639;Truscott;7.57302E+11;7492923;745;Germany;Male;35;4;98270.34;1;1;0;133617.43;0
8626;15581893;Ginikanwa;9.72975E+11;7470376;747;France;Male;43;1;130788.71;1;0;1;101495;1
8627;15672447;Bailey;9.83225E+11;7983161;657;Germany;Male;40;7;99165.84;1;0;1;119333.95;1
8628;15777830;Hutchinson;3.17925E+11;9871110;639;France;Female;42;4;0;2;0;0;167682.37;0
8629;15713890;Maclean;7.17076E+11;9432314;704;France;Male;44;3;0;2;0;1;152884.85;0
8630;15577598;Chiang;1.42922E+11;5258524;651;Spain;Male;23;4;115636.05;2;1;0;70400.86;0
8631;15786042;Willmore;5.79973E+11;4964650;706;Germany;Female;44;2;185932.18;2;1;0;65413.41;0
8632;15753462;Godson;8.93441E+11;5356791;632;Germany;Male;30;2;72549;2;0;1;182728.8;0
8633;15759690;Smith;8.65908E+11;2542138;751;France;Male;42;4;0;2;1;1;81442.6;0
8634;15801414;Bitter;7.51828E+11;8382247;767;France;Female;35;2;0;2;0;0;144251.38;0
8635;15656141;Ts'ao;3.72655E+11;6184626;741;France;Male;39;5;0;1;0;1;40207.06;0
8636;15608701;Chialuka;8.72262E+11;4410843;651;Germany;Male;29;3;121890.06;1;1;0;54530.51;1
8637;15582892;Scott;6.8932E+11;8359998;601;France;Male;46;2;99786.07;1;1;1;32683.88;1
8638;15632967;Feng;3.46521E+11;9380661;520;France;Male;34;3;0;2;1;1;104703.96;0
8639;15587573;Castiglione;3.58104E+11;2394399;626;Germany;Male;27;4;115084.53;2;0;1;26907.43;0
8640;15654891;He;3.01029E+11;5783848;811;France;Male;30;6;0;2;1;1;180591.32;0
8641;15611365;Fanucci;3.79821E+11;6189858;730;France;Female;32;9;127661.69;1;0;0;60905.51;0
8642;15749103;Ginikanwa;2.64912E+11;5776184;604;Germany;Female;47;4;118907.6;1;0;1;47777.15;1
8643;15810203;Manning;8.33401E+11;7781991;499;Germany;Female;44;6;77627.33;2;1;0;108222.68;0
8644;15813660;Forlonge;7.577E+11;4439915;754;Spain;Male;40;2;160625.17;1;0;1;3554.63;0
8645;15605673;Liang;4.44565E+11;5433324;716;Spain;Female;29;8;0;2;0;0;78616.92;0
8646;15669282;Uchechukwu;1.6424E+11;6483887;636;France;Female;20;10;124266.86;1;0;0;100566.81;0
8647;15792726;Sung;5.26624E+11;4946043;470;France;Female;25;8;127974.06;2;1;1;183259.35;0
8648;15593241;Tochukwu;8.96998E+11;3318332;444;France;Male;43;3;0;2;1;1;159131.21;0
8649;15683053;Reyna;6.47659E+11;7389720;809;Spain;Female;48;2;0;1;1;0;160976.85;1
8650;15632736;Liang;8.01826E+11;7632415;850;Germany;Female;30;3;104911.35;2;1;1;42933.26;0
8651;15731865;Unwin;5.88873E+11;2492588;637;France;Male;27;1;0;2;1;0;91291.2;0
8652;15760450;Rutherford;9.83974E+11;7472141;512;France;Male;43;1;0;2;1;1;52471.36;0
8653;15787204;Howe;6.51529E+11;3652171;774;Spain;Female;43;1;110646.54;1;0;0;108804.28;0
8654;15650454;Tran;4.42404E+11;7978592;641;France;Male;57;5;0;2;1;1;122449.18;0
8655;15573730;Thompson;3.7959E+11;3675285;586;Germany;Male;42;6;126704.49;2;1;0;41682.3;0
8656;15705050;Linger;7.9273E+11;1093620;611;France;Male;30;9;0;2;1;1;148887.69;0
8657;15791342;Johnston;8.05939E+11;8387490;660;Spain;Male;31;1;84560.04;1;1;1;137784.25;0
8658;15684316;Udokamma;3.3291E+11;4488045;532;France;Male;43;9;0;2;0;0;190573.91;1
8659;15700540;Barrera;3.72562E+11;4904204;557;Germany;Female;38;2;129893.56;1;0;0;102076.03;0
8660;15770631;Sutherland;7.80099E+11;7598537;730;Spain;Male;25;5;167385.81;1;1;1;56307.51;0
8661;15790594;Bednall;6.95601E+11;3206183;535;France;Female;27;6;0;2;0;1;49775.58;0
8662;15604020;Otoole;5.53256E+11;1733096;773;Germany;Female;36;4;105858.71;1;0;1;4395.45;0
8663;15637599;Cremonesi;6.72061E+11;2506568;510;Germany;Female;44;4;123070.89;1;1;0;28461.29;1
8664;15736578;Hamilton;4.07378E+11;6843601;539;France;Male;39;1;0;1;1;1;28184.7;0
8665;15666332;Donaldson;2.29658E+11;5764717;690;Spain;Female;48;2;0;2;1;1;3149.1;0
8666;15727291;McKay;3.00685E+11;8929763;821;France;Female;40;1;0;2;1;0;194273.12;0
8667;15785920;Black;2.71295E+11;2369169;687;Germany;Male;35;1;125141.24;2;1;1;148537.07;0
8668;15658987;Kane;5.59563E+11;8137987;557;France;Female;46;4;96173.17;2;1;1;116378.31;0
8669;15687719;She;2.43784E+11;7951691;532;Spain;Female;37;5;0;2;0;1;6761.84;0
8670;15799641;Bruno;4.4446E+11;9087901;540;Spain;Male;39;2;0;2;1;0;81995.92;0
8671;15758702;Watson;9.94318E+11;8536908;705;France;Female;55;8;0;2;1;1;14392.68;0
8672;15689526;Shih;7.52361E+11;2554113;542;Germany;Female;35;9;127543.11;2;1;0;468.94;1
8673;15586848;Rose;5.5768E+11;7617614;706;France;Male;38;1;0;2;1;0;122379.54;0
8674;15707637;Zikoranachukwudimma;5.44507E+11;1105053;765;France;Female;56;1;0;1;1;0;13228.93;1
8675;15719426;Cole;2.51269E+11;2834544;529;France;Male;67;8;103101.56;2;1;1;154002.02;1
8676;15639265;Isaacs;2.03795E+11;1663567;714;France;Male;54;7;126113.28;1;1;0;112777.38;0
8677;15576124;Muravyova;8.00157E+11;8871678;582;France;Male;41;1;40488.76;1;1;0;128528.83;0
8678;15757829;Timperley;2.08598E+11;4934273;609;Germany;Female;40;10;137389.77;2;1;0;170122.22;0
8679;15633227;Kenechukwu;6.07224E+11;5189381;518;France;Female;28;9;85146.36;1;0;0;2803.89;0
8680;15753092;He;6.59755E+11;6946805;791;Germany;Male;35;5;129828.58;1;1;1;181918.26;1
8681;15782939;Storey;1.40075E+11;7978703;747;France;Male;42;4;80214.36;1;1;0;115241.96;1
8682;15746338;Onyekachukwu;9.23879E+11;1084360;565;France;Female;40;2;0;2;1;1;129956.13;0
8683;15590676;Kharlamova;7.89732E+11;1389682;735;France;Male;34;1;141796.43;1;1;0;45858.49;0
8684;15599329;Christopher;7.11519E+11;4397399;697;France;Female;49;7;195238.29;4;0;1;131083.56;1
8685;15783097;Lombardo;4.32502E+11;1931296;813;Germany;Male;27;6;111348.15;1;1;0;46422.46;0
8686;15597885;Kerr;5.41919E+11;8425208;772;France;Male;43;6;0;2;1;1;57675.88;0
8687;15597467;Duncan;3.46488E+11;6867197;606;France;Female;71;8;0;2;1;1;169741.96;0
8688;15724764;Lawley;6.06758E+11;9044824;667;Germany;Female;42;10;64404.26;2;0;0;26022.37;0
8689;15778418;Burns;8.2574E+11;8045712;637;Germany;Male;40;9;154309.67;1;1;1;125334.16;1
8690;15684769;Whitson;4.45778E+11;7618732;542;France;Male;67;10;129431.36;1;0;1;21343.74;0
8691;15756167;Doyne;8.45364E+11;6159742;762;Spain;Female;43;5;134204.67;1;1;1;139971.01;0
8692;15632439;Pinto;5.52507E+11;3583270;698;France;Female;39;4;0;2;0;1;47455.82;0
8693;15755138;Chin;2.51847E+11;2908780;850;France;Female;32;8;0;2;1;1;55593.8;0
8694;15659092;Davide;6.31456E+11;3212773;621;France;Female;50;5;0;2;1;0;191756.54;1
8695;15742116;Torres;1.06069E+11;8908006;671;Germany;Female;48;9;116711.06;2;0;0;76373.38;0
8696;15801994;Buccho;3.63274E+11;5214812;775;France;Male;31;9;0;2;1;0;169278.51;0
8697;15647572;Greece;6.19781E+11;6297414;504;Spain;Male;34;0;54980.81;1;1;1;136909.88;0
8698;15644551;Wimble;5.32617E+11;5678266;751;Spain;Female;37;3;99773.85;2;1;0;54865.92;0
8699;15709135;Pirozzi;7.76246E+11;5906310;691;Germany;Male;30;7;101231.77;2;0;0;156529.44;0
8700;15684469;Hsiung;9.02563E+11;6133429;841;Germany;Male;32;2;117070.21;1;1;0;113482.2;0
8701;15627637;Obioma;7.41746E+11;2033360;709;Germany;Male;23;8;73314.04;2;1;0;63446.47;0
8702;15667093;Onio;9.43522E+11;3757219;673;France;Male;37;2;0;1;1;1;13624.02;0
8703;15690589;Udinesi;6.77838E+11;9946127;541;France;Male;37;9;212314.03;1;0;1;148814.54;0
8704;15595350;Fermin;3.97097E+11;8229249;661;France;Female;31;3;136067.82;2;1;0;65567.91;0
8705;15777586;Moss;3.05022E+11;9739062;784;Spain;Female;42;2;109052.04;2;1;0;6409.55;0
8706;15804064;Docherty;8.38482E+11;6914975;742;France;Female;35;2;79126.17;1;1;1;126997.53;0
8707;15717770;Marcelo;8.12493E+11;6444103;850;Spain;Female;55;7;0;1;0;0;171762.87;1
8708;15754443;Fadden;8.4762E+11;6391518;443;France;Female;35;9;108308;1;1;0;129031.19;1
8709;15776939;Zox;4.18209E+11;8237882;778;Germany;Female;48;3;102290.56;2;1;0;182691.31;0
8710;15713517;Otitodilinna;3.6138E+11;8679774;529;France;Male;39;6;102025.08;2;1;0;12351.01;0
8711;15683522;Kennedy;8.31476E+11;3257631;678;Germany;Female;37;2;113383.07;1;1;1;135123.96;0
8712;15673995;Tu;7.93423E+11;7058856;516;Spain;Female;65;9;102541.1;1;1;0;181490.42;0
8713;15771054;Barnes;6.73812E+11;9498592;469;Spain;Male;35;5;0;2;1;0;186490.37;0
8714;15578788;Bibi;6.54069E+11;2049861;786;Spain;Male;40;6;0;2;0;0;41248.8;0
8715;15737408;L?;9.61024E+11;1154870;703;France;Female;41;6;109941.51;1;1;0;116267.28;0
8716;15750837;Landseer;2.04942E+11;1121403;579;Germany;Male;41;0;141749.68;1;0;1;9201.53;0
8717;15576022;Nwachinemelu;6.46925E+11;1872386;565;France;Male;38;5;0;2;0;1;80630.32;0
8718;15635502;Ch'iu;7.67775E+11;8155728;443;France;Male;44;2;0;1;1;0;159165.7;0
8719;15627298;Vinogradova;9.49078E+11;3851614;589;France;Male;37;7;85146.48;2;1;0;86490.09;1
8720;15811415;Jenks;2.74681E+11;1730489;691;France;Female;44;6;134066.1;2;1;1;197572.41;0
8721;15645059;Crace;4.09142E+11;9915401;711;France;Female;28;8;0;2;0;0;105159.89;0
8722;15689671;Packham;5.38804E+11;9455745;775;Spain;Male;27;4;0;1;1;1;40807.26;0
8723;15718667;T'ien;9.36726E+11;1443433;621;France;Male;35;7;87619.29;1;1;0;143.34;0
8724;15803202;Onyekachi;4.55937E+11;1666122;350;France;Male;51;10;0;1;1;1;125823.79;1
8725;15593683;Solomina;6.44839E+11;3305518;668;Spain;Female;30;8;0;2;1;0;138465.7;0
8726;15703394;Hawes;3.82167E+11;4555175;633;Spain;Male;27;3;0;2;1;0;44008.91;0
8727;15570289;Benson;1.20981E+11;7635242;697;Germany;Male;43;8;103409.16;1;1;0;66893.28;1
8728;15567437;Emenike;8.95108E+11;4817221;734;Germany;Female;30;7;123040.38;1;1;1;76503.06;0
8729;15711687;Nero;9.587E+11;7290157;434;France;Male;41;4;108128.52;1;0;1;56784.11;0
8730;15656592;Toscano;1.42757E+11;3583849;646;Germany;Male;48;8;169023.33;2;1;1;175657.55;0
8731;15634373;Yang;9.28998E+11;8640783;764;France;Male;30;5;0;2;0;1;105155.66;0
8732;15769125;Palerma;9.38784E+11;1954945;727;Spain;Female;41;10;0;2;0;1;47468.56;0
8733;15711386;Trentini;7.31533E+11;5963608;724;France;Female;29;6;0;2;0;1;64729.51;0
8734;15714241;Haddon;8.89452E+11;5332615;749;Spain;Male;42;9;222267.63;1;0;0;101108.85;1
8735;15642530;Coates;1.02202E+11;2266426;706;Germany;Female;47;10;144090.42;1;1;0;140938.95;1
8736;15713599;Castiglione;6.62515E+11;1283846;728;France;Male;30;10;114835.43;1;0;1;37662.49;0
8737;15744770;Stone;5.56278E+11;3689352;636;France;Male;44;2;0;2;0;0;86414.41;0
8738;15780498;Maynard;6.29729E+11;7005364;634;France;Male;34;3;145030.92;1;1;1;41820.65;0
8739;15624397;Moore;9.34162E+11;4009805;627;France;Male;43;8;71240.3;1;0;1;127734.16;0
8740;15615219;Obielumani;7.15258E+11;1136106;518;France;Male;59;5;138772.15;1;0;1;123872;0
8741;15570908;Harding;2.20931E+11;3127246;687;Spain;Female;29;7;93617.07;1;0;1;113050.92;0
8742;15762855;Hill;1.72421E+11;9250618;622;Spain;Female;23;8;0;2;1;1;131389.39;0
8743;15661827;Brown;2.20681E+11;7390793;693;Spain;Female;45;4;0;2;1;1;26589.56;0
8744;15746035;Pagnotto;1.51338E+11;1367302;450;Spain;Male;25;9;74237.2;2;0;1;195463.35;0
8745;15691906;Esposito;5.81537E+11;1307628;664;Germany;Female;49;5;127421.78;2;1;0;108876.75;1
8746;15793424;Tan;2.24567E+11;1771875;663;Spain;Female;28;8;61274.7;2;1;0;136054.45;0
8747;15577905;Hammond;3.70154E+11;7549849;660;France;Male;34;8;106486.66;2;0;1;182262.66;0
8748;15667216;Chung;7.66991E+11;6749786;579;France;Female;29;10;73194.52;2;1;1;129209.09;0
8749;15673971;Houghton;4.92861E+11;9181756;655;Germany;Female;44;6;146498.76;1;1;0;64853.51;1
8750;15701238;Chia;6.45853E+11;5938787;683;France;Male;47;1;0;2;1;0;148989.15;0
8751;15644849;Zikoranachidimma;2.03918E+11;6910661;655;France;Female;32;2;0;1;1;1;71047.51;0
8752;15635531;Boag;6.93047E+11;8382976;575;Spain;Female;30;8;0;2;1;0;185341.63;0
8753;15632263;Pagnotto;7.43695E+11;4648630;574;Spain;Male;30;5;120355;1;1;0;137793.35;0
8754;15720110;Oluchukwu;7.7581E+11;8890139;795;France;Male;32;2;117265.21;1;1;1;198317.23;0
8755;15619045;Baxter;4.76921E+11;1065493;776;France;Female;43;4;0;2;0;1;162137.5;0
8756;15697510;Tien;9.60505E+11;3566797;707;Spain;Female;52;7;0;1;1;0;109688.82;1
8757;15784923;Chimezie;4.87291E+11;9285444;705;Germany;Female;37;3;109974.22;1;1;1;36320.87;1
8758;15567383;Slone;9.88829E+11;6574845;678;Germany;Female;44;2;98009.13;2;0;1;31384.86;0
8759;15732621;Martin;3.55184E+11;5998095;663;France;Male;34;10;0;1;1;1;114083.73;0
8760;15757981;Loggia;1.02137E+11;3279327;748;France;Male;66;8;0;1;1;1;163331.65;0
8761;15727819;Hartley;3.18238E+11;9723582;677;Spain;Female;34;10;171671.9;1;1;1;50777.77;0
8762;15738088;Parkin;6.28715E+11;5355040;634;Spain;Male;63;10;0;2;1;0;30772.86;1
8763;15765173;Lin;5.04522E+11;7303153;350;France;Female;60;3;0;1;0;0;113796.15;1
8764;15665159;Brooks;1.30636E+11;4819837;727;France;Male;61;0;128213.96;2;1;1;188729.08;1
8765;15618203;Tien;8.93247E+11;6967643;773;Germany;Male;51;8;116197.65;2;1;1;86701.4;0
8766;15791452;Dann;6.97663E+11;7439397;675;France;Male;39;1;0;2;1;0;153129.22;0
8767;15638159;Trentino;3.26844E+11;3177290;649;Spain;Female;36;6;86607.39;1;0;0;19825.09;0
8768;15585466;Russo;2.17365E+11;7970118;552;France;Male;29;10;0;2;1;0;12186.83;0
8769;15677310;Christie;6.31378E+11;5499187;761;Germany;Male;62;5;98854.34;1;0;0;86920.97;1
8770;15646262;Ross;1.30862E+11;8943475;622;France;Male;31;7;0;1;1;0;35408.77;0
8771;15656901;Nnonso;5.20345E+11;8684601;615;France;Male;59;8;0;2;1;1;165576.55;0
8772;15621093;Teng;4.7611E+11;5403307;681;Germany;Male;31;4;97338.19;2;0;0;48226.76;0
8773;15592123;Buccho;5.23E+11;4501844;768;France;Male;30;6;0;2;1;1;199454.37;0
8774;15589200;Madukaife;2.05837E+11;8721732;617;Spain;Male;34;9;0;2;1;0;118749.58;0
8775;15602934;Dunn;5.24477E+11;1551065;452;France;Female;33;6;131698.57;2;1;0;151623.91;0
8776;15812720;Hooker;4.09098E+11;3934721;807;Germany;Male;37;10;130110.45;2;0;1;172097.95;0
8777;15695383;Griffin;6.42057E+11;8409902;567;Spain;Male;44;9;0;2;1;0;87677.15;0
8778;15723064;Kistler;7.99154E+11;8137535;603;Spain;Male;24;1;165149.13;2;1;0;21858.28;0
8779;15761606;Law;2.48105E+11;7447231;617;Spain;Female;37;9;101707.8;1;1;0;123866.28;0
8780;15650322;Grigoryeva;9.98528E+11;1078931;701;France;Female;34;3;105588.66;1;0;1;74694.41;0
8781;15669782;Chu;5.01622E+11;1855333;820;Germany;Male;39;9;111336.89;1;1;0;16770.31;1
8782;15751628;Onyemachukwu;4.3552E+11;5305630;438;France;Male;60;7;78391.17;1;0;1;49424.6;0
8783;15809057;Lu;1.52613E+11;5305657;600;Spain;Female;27;6;0;2;1;1;172031.22;0
8784;15617052;Watson;3.67675E+11;7198477;782;France;Male;34;9;0;1;1;0;183021.06;1
8785;15590810;Fallaci;1.6731E+11;6978387;638;Germany;Female;41;9;144326.09;1;1;0;73979.85;1
8786;15801293;Ni;5.34812E+11;9171206;850;Germany;Male;27;1;101278.25;2;1;1;26265.18;0
8787;15770968;Leason;3.19428E+11;8661799;741;Germany;Female;19;8;108711.57;2;1;0;24857.25;0
8788;15572356;Tsai;5.12447E+11;3651055;689;Spain;Male;73;1;108555.07;1;0;1;167969.15;0
8789;15603247;Bruner;1.75164E+11;5948519;743;Germany;Female;35;1;146781.24;1;1;0;189307.7;0
8790;15619116;Wallace;2.11672E+11;5481811;493;France;Female;36;2;0;2;0;1;99770.3;0
8791;15691792;Young;3.19525E+11;7403769;416;Spain;Male;35;8;0;1;0;0;119712.78;0
8792;15783276;Forbes;4.53192E+11;8632368;725;France;Female;25;9;0;2;1;1;168607.74;0
8793;15766137;Muir;7.97478E+11;2546885;497;France;Male;34;2;0;2;1;1;83087.13;0
8794;15574554;Pugh;4.38931E+11;4915371;537;Germany;Male;66;8;103291.25;2;1;1;130664.79;0
8795;15578671;Webb;4.48006E+11;8444224;706;Spain;Female;29;1;209490.21;1;1;1;133267.69;1
8796;15716608;Walker;5.77138E+11;9029294;651;Spain;Male;38;2;0;3;1;0;67029.82;1
8797;15690670;Cox;3.05207E+11;9774812;720;France;Male;33;2;0;2;0;1;141031.08;0
8798;15630466;Maclean;4.28098E+11;1148687;797;France;Male;45;8;0;1;0;0;125110.02;0
8799;15630349;Hollis;4.37376E+11;1326336;543;Spain;Male;23;5;0;2;1;0;117832.39;0
8800;15803801;Jamieson;2.24308E+11;8997296;454;France;Male;34;4;0;2;1;0;198817.72;0
8801;15647890;Su;9.30238E+11;9302126;691;France;Male;37;9;149405.18;1;1;1;146411.6;0
8802;15606115;P'eng;4.96409E+11;3056905;510;France;Female;52;6;191665.21;1;1;1;131312.56;1
8803;15714642;Hawkins;3.42514E+11;1905640;792;Spain;Female;40;7;0;1;1;0;141652.2;0
8804;15741181;Ndubuagha;7.38873E+11;3505479;721;France;Male;41;6;135071.12;1;1;1;64477.25;0
8805;15773973;Hill;2.67513E+11;1236030;765;France;Male;41;2;0;2;0;1;191215.61;0
8806;15758546;Norton;5.40689E+11;4000765;850;Spain;Male;39;8;0;2;1;1;37090.44;0
8807;15598940;Achebe;8.38698E+11;4730003;681;Germany;Male;38;6;181804.34;2;1;1;57517.71;0
8808;15669783;Simpson;6.59633E+11;5703911;586;France;Female;60;3;47020.65;2;0;1;63241.21;1
8809;15624993;Chiang;1.6994E+11;4392483;753;France;Female;36;7;128518.98;1;1;1;44567.83;1
8810;15760568;Dalrymple;2.11334E+11;4064457;593;Germany;Female;38;5;142658.04;2;0;1;135337.11;0
8811;15699047;Chukwuemeka;1.78596E+11;7545079;674;France;Female;21;9;120150.39;2;1;1;33964.03;0
8812;15616168;Ojiofor;8.623E+11;9918607;610;France;Female;35;7;81905.95;1;1;1;61623.19;0
8813;15773146;Rubeo;5.57132E+11;3452979;652;France;Male;26;3;137998.2;2;0;1;168989.77;0
8814;15770375;Fanucci;2.01032E+11;5671778;850;Germany;Female;26;8;123126.29;1;1;0;74425.41;0
8815;15589725;Zubarev;3.15936E+11;6260760;740;France;Female;51;4;0;2;1;1;178929.84;0
8816;15710034;T'ao;2.61624E+11;7775995;637;Germany;Male;43;1;135645.29;2;0;1;101382.86;1
8817;15800806;Pai;7.61937E+11;7770968;685;Spain;Male;31;7;122449.31;2;1;1;180769.55;0
8818;15570485;Udegbunam;1.94312E+11;1268909;558;Spain;Male;40;4;161766.87;1;0;0;92378.54;0
8819;15575391;Claypool;2.97521E+11;4132066;677;France;Female;37;3;0;2;1;1;38252.25;0
8820;15790750;Manfrin;6.97084E+11;9181196;592;Germany;Male;36;10;123187.51;1;0;1;146111.35;0
8821;15714832;Baker;4.91127E+11;3104269;652;Germany;Male;36;9;150956.71;1;0;0;72350.17;0
8822;15619953;Efremov;1.56181E+11;3307410;662;Spain;Female;42;6;105021.28;1;1;0;48242.38;0
8823;15673929;Chin;7.52195E+11;5027749;543;France;Male;64;4;0;2;1;1;148305.82;0
8824;15578835;Brookes;5.19002E+11;5316525;675;Spain;Female;50;1;133204.91;1;0;1;8270.06;0
8825;15752388;Doyle;5.38991E+11;9845528;643;Spain;Female;35;6;0;2;1;1;41549.64;0
8826;15797081;Ajuluchukwu;8.49935E+11;1792200;611;Germany;Female;49;9;115488.52;2;1;1;138656.81;1
8827;15570194;Ikemefuna;7.07974E+11;8983926;412;France;Male;29;5;0;2;0;0;12510.53;0
8828;15580149;Fowler;6.64659E+11;5206113;638;Spain;Male;41;7;0;2;1;0;43889.41;0
8829;15777708;Liao;2.85906E+11;2897341;824;Spain;Female;38;3;0;2;1;0;192800.25;0
8830;15769955;Onuora;7.64231E+11;4804080;683;France;Female;40;1;0;2;0;0;75762;0
8831;15810444;Aksenov;9.3084E+11;8496187;562;Germany;Female;39;6;130565.02;1;1;0;9854.72;1
8832;15645593;Trevisani;1.89636E+11;8263332;599;France;Female;41;2;91328.71;1;1;0;115724.78;0
8833;15765345;Wood;4.65056E+11;6272004;753;France;Male;35;4;0;2;1;1;106303.4;0
8834;15760873;Lombardo;2.33277E+11;5052746;594;France;Male;50;7;81310.34;1;1;1;183868.01;0
8835;15794178;Walpole;9.1612E+11;6098898;657;France;Male;34;3;107136.6;1;1;0;153895.46;0
8836;15589361;Chikwendu;4.38775E+11;7794149;716;Spain;Male;34;9;0;1;1;1;66695.71;0
8837;15662483;Ko;2.59469E+11;2466746;850;France;Male;43;7;0;2;1;1;173851.11;0
8838;15809736;Steigrad;5.635E+11;2698143;664;France;Male;46;2;0;1;1;1;177423.02;1
8839;15731148;Isayeva;3.02598E+11;3411524;558;France;Male;33;0;108477.49;1;1;1;109096.71;1
8840;15774328;Boni;5.36222E+11;6954493;606;Germany;Male;40;1;144757.97;2;1;1;166656.18;0
8841;15646969;Anayolisa;6.3533E+11;4899900;776;Spain;Male;33;2;0;2;1;1;176921;0
8842;15718769;Fallaci;9.53934E+11;7404519;557;Spain;Male;36;1;113110.26;1;1;0;98413.1;0
8843;15610226;Fenton;1.85114E+11;8071860;614;France;Female;27;9;106414.57;2;0;0;77500.81;0
8844;15616270;Chao;8.17478E+11;6232766;620;Spain;Male;42;4;106920.91;1;0;1;119747.08;0
8845;15790717;Osinachi;1.36682E+11;2512700;695;Spain;Male;35;7;0;2;1;0;160387.98;0
8846;15635703;Chu;8.34902E+11;7780472;729;Germany;Female;39;1;131513.26;1;1;1;193715;0
8847;15616365;Obiuto;3.28454E+11;7753491;571;France;Female;53;2;0;2;1;0;28045.77;0
8848;15630244;Chu;5.406E+11;3990500;457;France;Male;40;10;134320.23;2;1;0;150757.35;0
8849;15734714;Nash;1.70404E+11;4879807;559;France;Female;29;3;79715.36;1;1;0;82252.28;0
8850;15721433;Hixson;4.99161E+11;3558492;664;France;Female;38;4;74306.19;2;1;0;154395.56;0
8851;15590201;Fiorentini;3.57443E+11;3803646;500;Spain;Female;50;5;0;4;1;1;83866.35;1
8852;15590828;Chidimma;1.79541E+11;8371412;782;Germany;Male;42;7;126428.38;1;1;0;39830.1;0
8853;15752097;Chiazagomekpere;6.8835E+11;7387792;708;Spain;Male;38;8;99640.89;1;1;0;12429.22;0
8854;15800031;Laura;9.52418E+11;1501561;681;France;Male;43;3;66338.68;1;1;1;18772.5;1
8855;15630857;Wu;2.14439E+11;4690380;674;Spain;Female;39;6;0;2;1;1;9574.83;0
8856;15689953;Toscani;4.24015E+11;6343927;697;Spain;Male;43;10;128226.37;1;0;0;188486.94;0
8857;15759733;McMillan;7.74013E+11;1007206;774;France;Female;26;5;0;2;1;1;64716.08;0
8858;15810826;Chiekwugo;2.23732E+11;2314604;624;France;Male;36;6;0;2;0;0;84749.96;0
8859;15668009;Hendley;3.29949E+11;3797336;747;Spain;Male;37;1;0;2;0;1;180551.76;0
8860;15743456;Birnie;3.67193E+11;4208033;715;France;Female;32;10;0;2;1;0;60907.49;0
8861;15725762;Kemp;3.29864E+11;3348068;808;France;Male;24;4;122168.65;1;1;0;174107.04;0
8862;15761713;Johnstone;6.41429E+11;1082035;678;France;Female;43;7;178074.33;1;0;0;110405.9;0
8863;15769246;Lo Duca;1.95325E+11;1206172;813;Germany;Male;59;2;135078.41;1;1;0;187636.06;1
8864;15781129;Montgomery;4.95998E+11;8691758;687;Spain;Male;38;8;69434.4;2;1;1;66580.13;1
8865;15599124;Miller;8.79208E+11;6775670;832;France;Female;29;5;0;2;1;0;178779.52;0
8866;15639004;Chiemezie;1.09864E+11;3792738;668;France;Male;72;2;0;2;1;1;70783.61;0
8867;15810995;Wright;3.23147E+11;6967362;526;Germany;Male;34;3;122726.56;1;1;1;46772.36;0
8868;15653773;Shaw;1.43711E+11;3133691;457;France;Female;38;7;164496.99;1;1;1;163327.27;0
8869;15708357;Chapman;4.3401E+11;2754877;649;Spain;Female;38;8;0;1;1;0;103760.53;0
8870;15733597;Y?an;5.51359E+11;8389147;669;France;Female;41;0;150219.41;2;0;0;107839.03;0
